Open time,Open,High,Low,Close,Volume
2018-01-01 01:00:00.000,0.0,0.0,0.0,0.0,564158.0
2018-01-01 01:15:00.000,0.0,0.0,0.0,0.0,675080.0
2018-01-01 01:30:00.000,0.0,0.0,0.0,0.0,746924.0
2018-01-01 01:45:00.000,0.0,0.0,0.0,0.0,584393.0
2018-01-01 02:00:00.000,0.0,0.0,0.0,0.0,698896.0
2018-01-01 02:15:00.000,0.0,0.0,0.0,0.0,1269673.0
2018-01-01 02:30:00.000,0.0,0.0,0.0,0.0,760108.0
2018-01-01 02:45:00.000,0.0,0.0,0.0,0.0,860180.0
2018-01-01 03:00:00.000,0.0,0.0,0.0,0.0,748778.0
2018-01-01 03:15:00.000,0.0,0.0,0.0,0.0,591482.0
2018-01-01 03:30:00.000,0.0,0.0,0.0,0.0,677692.0
2018-01-01 03:45:00.000,0.0,0.0,0.0,0.0,939322.0
2018-01-01 04:00:00.000,0.0,0.0,0.0,0.0,877323.0
2018-01-01 04:15:00.000,0.0,0.0,0.0,0.0,779715.0
2018-01-01 04:30:00.000,0.0,0.0,0.0,0.0,554679.0
2018-01-01 04:45:00.000,0.0,0.0,0.0,0.0,674553.0
2018-01-01 05:00:00.000,0.0,0.0,0.0,0.0,696398.0
2018-01-01 05:15:00.000,0.0,0.0,0.0,0.0,741873.0
2018-01-01 05:30:00.000,0.0,0.0,0.0,0.0,533467.0
2018-01-01 05:45:00.000,0.0,0.0,0.0,0.0,709634.0
2018-01-01 06:00:00.000,0.0,0.0,0.0,0.0,832243.0
2018-01-01 06:15:00.000,0.0,0.0,0.0,0.0,677967.0
2018-01-01 06:30:00.000,0.0,0.0,0.0,0.0,721902.0
2018-01-01 06:45:00.000,0.0,0.0,0.0,0.0,739243.0
2018-01-01 07:00:00.000,0.0,0.0,0.0,0.0,608317.0
2018-01-01 07:15:00.000,0.0,0.0,0.0,0.0,571993.0
2018-01-01 07:30:00.000,0.0,0.0,0.0,0.0,480777.0
2018-01-01 07:45:00.000,0.0,0.0,0.0,0.0,564499.0
2018-01-01 08:00:00.000,0.0,0.0,0.0,0.0,433879.0
2018-01-01 08:15:00.000,0.0,0.0,0.0,0.0,915250.0
2018-01-01 08:30:00.000,0.0,0.0,0.0,0.0,383631.0
2018-01-01 08:45:00.000,0.0,0.0,0.0,0.0,327435.0
2018-01-01 09:00:00.000,0.0,0.0,0.0,0.0,445913.0
2018-01-01 09:15:00.000,0.0,0.0,0.0,0.0,680657.0
2018-01-01 09:30:00.000,0.0,0.0,0.0,0.0,491684.0
2018-01-01 09:45:00.000,0.0,0.0,0.0,0.0,433725.0
2018-01-01 10:00:00.000,0.0,0.0,0.0,0.0,361482.0
2018-01-01 10:15:00.000,0.0,0.0,0.0,0.0,267920.0
2018-01-01 10:30:00.000,0.0,0.0,0.0,0.0,271820.0
2018-01-01 10:45:00.000,0.0,0.0,0.0,0.0,286959.0
2018-01-01 11:00:00.000,0.0,0.0,0.0,0.0,353258.0
2018-01-01 11:15:00.000,0.0,0.0,0.0,0.0,353689.0
2018-01-01 11:30:00.000,0.0,0.0,0.0,0.0,259947.0
2018-01-01 11:45:00.000,0.0,0.0,0.0,0.0,526498.0
2018-01-01 12:00:00.000,0.0,0.0,0.0,0.0,450148.0
2018-01-01 12:15:00.000,0.0,0.0,0.0,0.0,548588.0
2018-01-01 12:30:00.000,0.0,0.0,0.0,0.0,536587.0
2018-01-01 12:45:00.000,0.0,0.0,0.0,0.0,512283.0
2018-01-01 13:00:00.000,0.0,0.0,0.0,0.0,433064.0
2018-01-01 13:15:00.000,0.0,0.0,0.0,0.0,377562.0
2018-01-01 13:30:00.000,0.0,0.0,0.0,0.0,344390.0
2018-01-01 13:45:00.000,0.0,0.0,0.0,0.0,260714.0
2018-01-01 14:00:00.000,0.0,0.0,0.0,0.0,494341.0
2018-01-01 14:15:00.000,0.0,0.0,0.0,0.0,520846.0
2018-01-01 14:30:00.000,0.0,0.0,0.0,0.0,534981.0
2018-01-01 14:45:00.000,0.0,0.0,0.0,0.0,860326.0
2018-01-01 15:00:00.000,0.0,0.0,0.0,0.0,686971.0
2018-01-01 15:15:00.000,0.0,0.0,0.0,0.0,921010.0
2018-01-01 15:30:00.000,0.0,0.0,0.0,0.0,876433.0
2018-01-01 15:45:00.000,0.0,0.0,0.0,0.0,1236731.0
2018-01-01 16:00:00.000,0.0,0.0,0.0,0.0,927489.0
2018-01-01 16:15:00.000,0.0,0.0,0.0,0.0,468610.0
2018-01-01 16:30:00.000,0.0,0.0,0.0,0.0,504174.0
2018-01-01 16:45:00.000,0.0,0.0,0.0,0.0,454023.0
2018-01-01 17:00:00.000,0.0,0.0,0.0,0.0,534554.0
2018-01-01 17:15:00.000,0.0,0.0,0.0,0.0,681652.0
2018-01-01 17:30:00.000,0.0,0.0,0.0,0.0,524057.0
2018-01-01 17:45:00.000,0.0,0.0,0.0,0.0,466781.0
2018-01-01 18:00:00.000,0.0,0.0,0.0,0.0,494367.0
2018-01-01 18:15:00.000,0.0,0.0,0.0,0.0,422574.0
2018-01-01 18:30:00.000,0.0,0.0,0.0,0.0,633580.0
2018-01-01 18:45:00.000,0.0,0.0,0.0,0.0,851587.0
2018-01-01 19:00:00.000,0.0,0.0,0.0,0.0,525632.0
2018-01-01 19:15:00.000,0.0,0.0,0.0,0.0,535544.0
2018-01-01 19:30:00.000,0.0,0.0,0.0,0.0,509801.0
2018-01-01 19:45:00.000,0.0,0.0,0.0,0.0,833988.0
2018-01-01 20:00:00.000,0.0,0.0,0.0,0.0,1330448.0
2018-01-01 20:15:00.000,0.0,0.0,0.0,0.0,678402.0
2018-01-01 20:30:00.000,0.0,0.0,0.0,0.0,819291.0
2018-01-01 20:45:00.000,0.0,0.0,0.0,0.0,531139.0
2018-01-01 21:00:00.000,0.0,0.0,0.0,0.0,788544.0
2018-01-01 21:15:00.000,0.0,0.0,0.0,0.0,758139.0
2018-01-01 21:30:00.000,0.0,0.0,0.0,0.0,547130.0
2018-01-01 21:45:00.000,0.0,0.0,0.0,0.0,686710.0
2018-01-01 22:00:00.000,0.0,0.0,0.0,0.0,1044424.0
2018-01-01 22:15:00.000,0.0,0.0,0.0,0.0,683205.0
2018-01-01 22:30:00.000,0.0,0.0,0.0,0.0,542296.0
2018-01-01 22:45:00.000,0.0,0.0,0.0,0.0,414213.0
2018-01-01 23:00:00.000,0.0,0.0,0.0,0.0,580020.0
2018-01-01 23:15:00.000,0.0,0.0,0.0,0.0,447053.0
2018-01-01 23:30:00.000,0.0,0.0,0.0,0.0,612365.0
2018-01-01 23:45:00.000,0.0,0.0,0.0,0.0,2117537.0
2018-01-02 00:00:00.000,0.0,0.0,0.0,0.0,867102.0
2018-01-02 00:15:00.000,0.0,0.0,0.0,0.0,781300.0
2018-01-02 00:30:00.000,0.0,0.0,0.0,0.0,3253397.0
2018-01-02 00:45:00.000,0.0,0.0,0.0,0.0,4444489.0
2018-01-02 01:00:00.000,0.0,0.0,0.0,0.0,2806642.0
2018-01-02 01:15:00.000,0.0,0.0,0.0,0.0,2022219.0
2018-01-02 01:30:00.000,0.0,0.0,0.0,0.0,1666072.0
2018-01-02 01:45:00.000,0.0,0.0,0.0,0.0,1000152.0
2018-01-02 02:00:00.000,0.0,0.0,0.0,0.0,1058678.0
2018-01-02 02:15:00.000,0.0,0.0,0.0,0.0,921453.0
2018-01-02 02:30:00.000,0.0,0.0,0.0,0.0,1515932.0
2018-01-02 02:45:00.000,0.0,0.0,0.0,0.0,1467652.0
2018-01-02 03:00:00.000,0.0,0.0,0.0,0.0,1326255.0
2018-01-02 03:15:00.000,0.0,0.0,0.0,0.0,1603587.0
2018-01-02 03:30:00.000,0.0,0.0,0.0,0.0,1604870.0
2018-01-02 03:45:00.000,0.0,0.0,0.0,0.0,835499.0
2018-01-02 04:00:00.000,0.0,0.0,0.0,0.0,846914.0
2018-01-02 04:15:00.000,0.0,0.0,0.0,0.0,835058.0
2018-01-02 04:30:00.000,0.0,0.0,0.0,0.0,537483.0
2018-01-02 04:45:00.000,0.0,0.0,0.0,0.0,471088.0
2018-01-02 05:00:00.000,0.0,0.0,0.0,0.0,586314.0
2018-01-02 05:15:00.000,0.0,0.0,0.0,0.0,747979.0
2018-01-02 05:30:00.000,0.0,0.0,0.0,0.0,943990.0
2018-01-02 05:45:00.000,0.0,0.0,0.0,0.0,759838.0
2018-01-02 06:00:00.000,0.0,0.0,0.0,0.0,646098.0
2018-01-02 06:15:00.000,0.0,0.0,0.0,0.0,463572.0
2018-01-02 06:30:00.000,0.0,0.0,0.0,0.0,706822.0
2018-01-02 06:45:00.000,0.0,0.0,0.0,0.0,442626.0
2018-01-02 07:00:00.000,0.0,0.0,0.0,0.0,372958.0
2018-01-02 07:15:00.000,0.0,0.0,0.0,0.0,546152.0
2018-01-02 07:30:00.000,0.0,0.0,0.0,0.0,1455115.0
2018-01-02 07:45:00.000,0.0,0.0,0.0,0.0,625324.0
2018-01-02 08:00:00.000,0.0,0.0,0.0,0.0,601505.0
2018-01-02 08:15:00.000,0.0,0.0,0.0,0.0,581525.0
2018-01-02 08:30:00.000,0.0,0.0,0.0,0.0,607152.0
2018-01-02 08:45:00.000,0.0,0.0,0.0,0.0,633261.0
2018-01-02 09:00:00.000,0.0,0.0,0.0,0.0,374626.0
2018-01-02 09:15:00.000,0.0,0.0,0.0,0.0,545875.0
2018-01-02 09:30:00.000,0.0,0.0,0.0,0.0,507826.0
2018-01-02 09:45:00.000,0.0,0.0,0.0,0.0,626043.0
2018-01-02 10:00:00.000,0.0,0.0,0.0,0.0,812123.0
2018-01-02 10:15:00.000,0.0,0.0,0.0,0.0,1197910.0
2018-01-02 10:30:00.000,0.0,0.0,0.0,0.0,1388926.0
2018-01-02 10:45:00.000,0.0,0.0,0.0,0.0,646289.0
2018-01-02 11:00:00.000,0.0,0.0,0.0,0.0,513147.0
2018-01-02 11:15:00.000,0.0,0.0,0.0,0.0,341079.0
2018-01-02 11:30:00.000,0.0,0.0,0.0,0.0,483206.0
2018-01-02 11:45:00.000,0.0,0.0,0.0,0.0,518559.0
2018-01-02 12:00:00.000,0.0,0.0,0.0,0.0,374385.0
2018-01-02 12:15:00.000,0.0,0.0,0.0,0.0,387531.0
2018-01-02 12:30:00.000,0.0,0.0,0.0,0.0,519482.0
2018-01-02 12:45:00.000,0.0,0.0,0.0,0.0,423478.0
2018-01-02 13:00:00.000,0.0,0.0,0.0,0.0,472214.0
2018-01-02 13:15:00.000,0.0,0.0,0.0,0.0,485655.0
2018-01-02 13:30:00.000,0.0,0.0,0.0,0.0,457076.0
2018-01-02 13:45:00.000,0.0,0.0,0.0,0.0,1714517.0
2018-01-02 14:00:00.000,0.0,0.0,0.0,0.0,2675789.0
2018-01-02 14:15:00.000,0.0,0.0,0.0,0.0,3682697.0
2018-01-02 14:30:00.000,0.0,0.0,0.0,0.0,3509687.0
2018-01-02 14:45:00.000,0.0,0.0,0.0,0.0,2751624.0
2018-01-02 15:00:00.000,0.0,0.0,0.0,0.0,1789332.0
2018-01-02 15:15:00.000,0.0,0.0,0.0,0.0,1921061.0
2018-01-02 15:30:00.000,0.0,0.0,0.0,0.0,1737486.0
2018-01-02 15:45:00.000,0.0,0.0,0.0,0.0,1086259.0
2018-01-02 16:00:00.000,0.0,0.0,0.0,0.0,1647549.0
2018-01-02 16:15:00.000,0.0,0.0,0.0,0.0,1369082.0
2018-01-02 16:30:00.000,0.0,0.0,0.0,0.0,2033033.0
2018-01-02 16:45:00.000,0.0,0.0,0.0,0.0,2059829.0
2018-01-02 17:00:00.000,0.0,0.0,0.0,0.0,1298303.0
2018-01-02 17:15:00.000,0.0,0.0,0.0,0.0,1454028.0
2018-01-02 17:30:00.000,0.0,0.0,0.0,0.0,1686207.0
2018-01-02 17:45:00.000,0.0,0.0,0.0,0.0,887451.0
2018-01-02 18:00:00.000,0.0,0.0,0.0,0.0,853819.0
2018-01-02 18:15:00.000,0.0,0.0,0.0,0.0,1577613.0
2018-01-02 18:30:00.000,0.0,0.0,0.0,0.0,908547.0
2018-01-02 18:45:00.000,0.0,0.0,0.0,0.0,592721.0
2018-01-02 19:00:00.000,0.0,0.0,0.0,0.0,1585383.0
2018-01-02 19:15:00.000,0.0,0.0,0.0,0.0,1809713.0
2018-01-02 19:30:00.000,0.0,0.0,0.0,0.0,3695023.0
2018-01-02 19:45:00.000,0.0,0.0,0.0,0.0,4026266.0
2018-01-02 20:00:00.000,0.0,0.0,0.0,0.0,2324779.0
2018-01-02 20:15:00.000,0.0,0.0,0.0,0.0,5052178.0
2018-01-02 20:30:00.000,0.0,0.0,0.0,0.0,3865950.0
2018-01-02 20:45:00.000,0.0,0.0,0.0,0.0,2076190.0
2018-01-02 21:00:00.000,0.0,0.0,0.0,0.0,1750388.0
2018-01-02 21:15:00.000,0.0,0.0,0.0,0.0,1186646.0
2018-01-02 21:30:00.000,0.0,0.0,0.0,0.0,1034262.0
2018-01-02 21:45:00.000,0.0,0.0,0.0,0.0,1668259.0
2018-01-02 22:00:00.000,0.0,0.0,0.0,0.0,1345603.0
2018-01-02 22:15:00.000,0.0,0.0,0.0,0.0,1204077.0
2018-01-02 22:30:00.000,0.0,0.0,0.0,0.0,1490259.0
2018-01-02 22:45:00.000,0.0,0.0,0.0,0.0,1351223.0
2018-01-02 23:00:00.000,0.0,0.0,0.0,0.0,915380.0
2018-01-02 23:15:00.000,0.0,0.0,0.0,0.0,1096738.0
2018-01-02 23:30:00.000,0.0,0.0,0.0,0.0,919818.0
2018-01-02 23:45:00.000,0.0,0.0,0.0,0.0,676074.0
2018-01-03 00:00:00.000,0.0,0.0,0.0,0.0,972174.0
2018-01-03 00:15:00.000,0.0,0.0,0.0,0.0,1000746.0
2018-01-03 00:30:00.000,0.0,0.0,0.0,0.0,3012542.0
2018-01-03 00:45:00.000,0.0,0.0,0.0,0.0,1820255.0
2018-01-03 01:00:00.000,0.0,0.0,0.0,0.0,993035.0
2018-01-03 01:15:00.000,0.0,0.0,0.0,0.0,1218061.0
2018-01-03 01:30:00.000,0.0,0.0,0.0,0.0,930366.0
2018-01-03 01:45:00.000,0.0,0.0,0.0,0.0,714436.0
2018-01-03 02:00:00.000,0.0,0.0,0.0,0.0,762835.0
2018-01-03 02:15:00.000,0.0,0.0,0.0,0.0,1000695.0
2018-01-03 02:30:00.000,0.0,0.0,0.0,0.0,828739.0
2018-01-03 02:45:00.000,0.0,0.0,0.0,0.0,1267774.0
2018-01-03 03:00:00.000,0.0,0.0,0.0,0.0,4253579.0
2018-01-03 03:15:00.000,0.0,0.0,0.0,0.0,1978675.0
2018-01-03 03:30:00.000,0.0,0.0,0.0,0.0,4329242.0
2018-01-03 03:45:00.000,0.0,0.0,0.0,0.0,3155511.0
2018-01-03 04:00:00.000,0.0,0.0,0.0,0.0,2260847.0
2018-01-03 04:15:00.000,0.0,0.0,0.0,0.0,1690235.0
2018-01-03 04:30:00.000,0.0,0.0,0.0,0.0,1456190.0
2018-01-03 04:45:00.000,0.0,0.0,0.0,0.0,1372882.0
2018-01-03 05:00:00.000,0.0,0.0,0.0,0.0,1609998.0
2018-01-03 05:15:00.000,0.0,0.0,0.0,0.0,1030791.0
2018-01-03 05:30:00.000,0.0,0.0,0.0,0.0,1502394.0
2018-01-03 05:45:00.000,0.0,0.0,0.0,0.0,1145693.0
2018-01-03 06:00:00.000,0.0,0.0,0.0,0.0,909094.0
2018-01-03 06:15:00.000,0.0,0.0,0.0,0.0,802170.0
