Open time,Open,High,Low,Close,Volume
2018-01-01 01:00:00.000,0.05,0.05,0.05,0.05,25267.68
2018-01-01 03:00:00.000,0.05,0.05,0.05,0.05,26220.52
2018-01-01 05:00:00.000,0.05,0.06,0.05,0.06,31442.87
2018-01-01 07:00:00.000,0.06,0.06,0.05,0.06,23578.56
2018-01-01 09:00:00.000,0.06,0.06,0.05,0.06,20672.7
2018-01-01 11:00:00.000,0.06,0.06,0.06,0.06,22929.96
2018-01-01 13:00:00.000,0.06,0.06,0.06,0.06,25008.81
2018-01-01 15:00:00.000,0.06,0.06,0.06,0.06,34593.13
2018-01-01 17:00:00.000,0.06,0.06,0.06,0.06,26287.63
2018-01-01 19:00:00.000,0.06,0.06,0.06,0.06,24544.12
2018-01-01 21:00:00.000,0.06,0.06,0.06,0.06,26794.0
2018-01-01 23:00:00.000,0.06,0.06,0.06,0.06,25100.78
2018-01-02 01:00:00.000,0.06,0.06,0.06,0.06,46132.51
2018-01-02 03:00:00.000,0.06,0.07,0.06,0.06,66703.61
2018-01-02 05:00:00.000,0.06,0.07,0.06,0.06,34121.09
2018-01-02 07:00:00.000,0.06,0.07,0.06,0.06,27173.94
2018-01-02 09:00:00.000,0.06,0.06,0.06,0.06,26583.48
2018-01-02 11:00:00.000,0.06,0.06,0.06,0.06,24663.96
2018-01-02 13:00:00.000,0.06,0.06,0.06,0.06,32138.03
2018-01-02 15:00:00.000,0.06,0.06,0.06,0.06,42670.96
2018-01-02 17:00:00.000,0.06,0.06,0.06,0.06,43862.79
2018-01-02 19:00:00.000,0.06,0.06,0.05,0.06,76376.52
2018-01-02 21:00:00.000,0.06,0.06,0.05,0.06,38815.62
2018-01-02 23:00:00.000,0.06,0.06,0.05,0.06,32764.24
2018-01-03 01:00:00.000,0.06,0.06,0.06,0.06,34443.92
2018-01-03 03:00:00.000,0.06,0.06,0.06,0.06,39979.6
2018-01-03 05:00:00.000,0.06,0.06,0.06,0.06,35645.44
2018-01-03 07:00:00.000,0.06,0.06,0.06,0.06,34424.6
2018-01-03 09:00:00.000,0.06,0.06,0.06,0.06,40926.77
